year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,arr_de15
2025,5,DL,Delta Air Lines Network,ONT,"Ontario, CA: Ontario International",163.0,31.0,7.64,1.15,13.6,0.0,8.61,0.0,0.0,1346.0,449.0,101.0,413.0,0.0,383.0,31.0
2025,5,DL,Delta Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",57.0,12.0,8.45,0.0,1.88,0.0,1.67,0.0,0.0,733.0,513.0,0.0,66.0,0.0,154.0,12.0
2025,5,DL,Delta Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",24.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,125.0,0.0,0.0,5.0
2025,5,DL,Delta Air Lines Network,PVD,"Providence, RI: Rhode Island Tf Green International",92.0,29.0,14.09,0.32,6.23,0.0,8.36,1.0,0.0,1531.0,714.0,39.0,412.0,0.0,366.0,29.0
2025,5,DL,Delta Air Lines Network,PWM,"Portland, ME: Portland International Jetport",84.0,21.0,11.37,1.6,2.62,0.0,5.41,0.0,0.0,984.0,522.0,58.0,79.0,0.0,325.0,21.0
2025,5,DL,Delta Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,DL,Delta Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",93.0,22.0,9.19,1.0,6.47,0.69,4.66,0.0,0.0,909.0,439.0,47.0,227.0,44.0,152.0,22.0
2025,5,DL,Delta Air Lines Network,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31.0,9.0,1.99,0.17,3.24,0.0,3.6,0.0,1.0,371.0,135.0,15.0,133.0,0.0,88.0,9.0
2025,5,DL,Delta Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",91.0,35.0,16.6,1.92,7.29,0.0,9.19,1.0,0.0,1605.0,748.0,123.0,235.0,0.0,499.0,35.0
2025,5,DL,Delta Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",42.0,16.0,9.53,0.0,0.82,0.0,5.66,0.0,0.0,930.0,519.0,0.0,50.0,0.0,361.0,16.0
2025,5,DL,Delta Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",92.0,16.0,4.27,0.34,10.86,0.0,0.53,0.0,0.0,696.0,192.0,23.0,471.0,0.0,10.0,16.0
2025,5,DL,Delta Air Lines Network,STX,"Christiansted, VI: Henry E. Rohlsen",5.0,3.0,1.63,0.0,1.37,0.0,0.0,0.0,0.0,167.0,104.0,0.0,63.0,0.0,0.0,3.0
2025,5,DL,Delta Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",121.0,29.0,13.61,0.0,9.28,0.0,6.11,0.0,0.0,1780.0,970.0,0.0,501.0,0.0,309.0,29.0
2025,5,DL,Delta Air Lines Network,TLH,"Tallahassee, FL: Tallahassee International",106.0,26.0,9.62,0.34,5.9,0.0,10.13,0.0,0.0,1639.0,442.0,60.0,306.0,0.0,831.0,26.0
2025,5,DL,Delta Air Lines Network,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",34.0,10.0,5.02,0.0,3.7,0.0,1.27,0.0,0.0,1186.0,288.0,0.0,863.0,0.0,35.0,10.0
2025,5,DL,Delta Air Lines Network,TUL,"Tulsa, OK: Tulsa International",138.0,35.0,14.9,1.4,8.08,0.0,10.63,1.0,0.0,1797.0,864.0,74.0,272.0,0.0,587.0,35.0
2025,5,DL,Delta Air Lines Network,TUS,"Tucson, AZ: Tucson International",74.0,17.0,8.81,0.21,6.79,0.0,1.19,0.0,0.0,1638.0,1127.0,167.0,296.0,0.0,48.0,17.0
2025,5,DL,Delta Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",33.0,13.0,5.94,0.77,1.58,0.0,4.7,0.0,0.0,673.0,320.0,27.0,86.0,0.0,240.0,13.0
2025,5,DL,Delta Air Lines Network,TYS,"Knoxville, TN: McGhee Tyson",157.0,38.0,19.1,1.53,6.77,0.0,10.6,0.0,2.0,1850.0,1052.0,32.0,201.0,0.0,565.0,38.0
2025,5,DL,Delta Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",7.0,5.0,1.74,0.0,3.26,0.0,0.0,0.0,0.0,193.0,134.0,0.0,59.0,0.0,0.0,5.0
2025,5,F9,Frontier Airlines,BDL,"Hartford, CT: Bradley International",63.0,14.0,4.03,1.33,4.81,0.0,3.83,0.0,0.0,1061.0,202.0,373.0,267.0,0.0,219.0,14.0
2025,5,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",56.0,22.0,4.3,1.17,7.33,0.0,9.2,1.0,1.0,1618.0,280.0,113.0,367.0,0.0,858.0,22.0
2025,5,F9,Frontier Airlines,BOI,"Boise, ID: Boise Air Terminal",7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,1.0
2025,5,F9,Frontier Airlines,BOS,"Boston, MA: Logan International",88.0,12.0,4.59,1.0,3.12,0.0,3.29,2.0,1.0,980.0,611.0,22.0,92.0,0.0,255.0,12.0
2025,5,F9,Frontier Airlines,BQN,"Aguadilla, PR: Rafael Hernandez",33.0,9.0,1.16,4.29,0.0,0.0,3.55,1.0,0.0,466.0,35.0,222.0,0.0,0.0,209.0,9.0
2025,5,F9,Frontier Airlines,BTV,"Burlington, VT: Burlington International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,F9,Frontier Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",79.0,15.0,3.46,0.0,1.71,0.0,9.84,0.0,0.0,810.0,190.0,0.0,69.0,0.0,551.0,15.0
2025,5,F9,Frontier Airlines,BUR,"Burbank, CA: Bob Hope",18.0,4.0,1.34,0.0,0.33,0.0,2.33,0.0,0.0,415.0,137.0,0.0,23.0,0.0,255.0,4.0
2025,5,F9,Frontier Airlines,CHS,"Charleston, SC: Charleston AFB/International",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,F9,Frontier Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",13.0,5.0,1.21,1.0,0.02,0.0,2.77,1.0,0.0,854.0,363.0,149.0,7.0,0.0,335.0,5.0
2025,5,F9,Frontier Airlines,CMH,"Columbus, OH: John Glenn Columbus International",16.0,5.0,0.71,1.0,0.0,0.0,3.29,1.0,0.0,251.0,17.0,66.0,0.0,0.0,168.0,5.0
2025,5,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",92.0,24.0,6.92,1.67,10.46,0.0,4.96,1.0,1.0,1033.0,154.0,181.0,398.0,0.0,300.0,24.0
2025,5,F9,Frontier Airlines,DSM,"Des Moines, IA: Des Moines International",11.0,2.0,0.95,0.08,0.55,0.0,0.41,0.0,0.0,107.0,21.0,7.0,44.0,0.0,35.0,2.0
2025,5,F9,Frontier Airlines,ELP,"El Paso, TX: El Paso International",48.0,7.0,3.56,0.0,0.0,0.0,3.44,1.0,0.0,370.0,178.0,0.0,0.0,0.0,192.0,7.0
2025,5,F9,Frontier Airlines,FAR,"Fargo, ND: Hector International",12.0,4.0,0.47,0.0,0.64,0.0,2.89,0.0,0.0,248.0,27.0,0.0,31.0,0.0,190.0,4.0
2025,5,F9,Frontier Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",12.0,5.0,3.6,0.0,1.4,0.0,0.0,0.0,0.0,201.0,128.0,0.0,73.0,0.0,0.0,5.0
2025,5,F9,Frontier Airlines,GEG,"Spokane, WA: Spokane International",5.0,1.0,0.66,0.0,0.34,0.0,0.0,0.0,0.0,29.0,19.0,0.0,10.0,0.0,0.0,1.0
2025,5,F9,Frontier Airlines,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6.0,1.0,0.0,0.16,0.09,0.0,0.75,0.0,0.0,114.0,0.0,18.0,10.0,0.0,86.0,1.0
2025,5,F9,Frontier Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",32.0,10.0,2.3,1.52,3.97,0.0,2.21,0.0,0.0,764.0,245.0,119.0,164.0,0.0,236.0,10.0
2025,5,F9,Frontier Airlines,IND,"Indianapolis, IN: Indianapolis International",84.0,16.0,5.93,0.05,5.56,0.0,4.46,1.0,0.0,955.0,251.0,10.0,205.0,0.0,489.0,16.0
2025,5,F9,Frontier Airlines,JAX,"Jacksonville, FL: Jacksonville International",38.0,8.0,1.28,0.87,2.42,0.0,3.43,0.0,0.0,342.0,42.0,13.0,97.0,0.0,190.0,8.0
2025,5,F9,Frontier Airlines,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10.0,3.0,0.0,0.75,0.73,0.0,1.52,1.0,0.0,164.0,0.0,36.0,47.0,0.0,81.0,3.0
2025,5,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",19.0,9.0,3.68,1.21,1.32,0.0,2.79,0.0,0.0,775.0,231.0,52.0,100.0,0.0,392.0,9.0
2025,5,F9,Frontier Airlines,MDT,"Harrisburg, PA: Harrisburg International",10.0,3.0,1.02,0.0,0.14,0.0,1.84,0.0,0.0,217.0,67.0,0.0,6.0,0.0,144.0,3.0
2025,5,F9,Frontier Airlines,MEM,"Memphis, TN: Memphis International",9.0,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,51.0,41.0,0.0,10.0,0.0,0.0,1.0
2025,5,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",11.0,3.0,0.75,0.0,0.03,0.0,2.23,0.0,0.0,227.0,47.0,0.0,1.0,0.0,179.0,3.0
2025,5,F9,Frontier Airlines,MSN,"Madison, WI: Dane County Regional-Truax Field",9.0,4.0,0.08,0.94,0.56,0.0,2.42,0.0,0.0,349.0,2.0,76.0,53.0,0.0,218.0,4.0
2025,5,F9,Frontier Airlines,MSO,"Missoula, MT: Missoula Montana",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0
2025,5,F9,Frontier Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",57.0,20.0,11.48,0.03,2.78,0.0,5.7,1.0,0.0,1422.0,512.0,6.0,235.0,0.0,669.0,20.0
2025,5,F9,Frontier Airlines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",47.0,15.0,3.08,0.76,3.13,0.0,8.03,0.0,0.0,998.0,201.0,22.0,131.0,0.0,644.0,15.0
2025,5,F9,Frontier Airlines,MYR,"Myrtle Beach, SC: Myrtle Beach International",46.0,11.0,3.01,0.0,2.64,0.0,5.35,0.0,0.0,790.0,242.0,0.0,110.0,0.0,438.0,11.0
2025,5,F9,Frontier Airlines,OKC,"Oklahoma City, OK: Will Rogers World",55.0,10.0,1.48,3.49,3.25,0.0,1.78,0.0,0.0,563.0,56.0,202.0,165.0,0.0,140.0,10.0
2025,5,F9,Frontier Airlines,OMA,"Omaha, NE: Eppley Airfield",19.0,10.0,0.31,1.7,0.53,0.0,7.46,1.0,0.0,463.0,9.0,93.0,30.0,0.0,331.0,10.0
2025,5,F9,Frontier Airlines,ORF,"Norfolk, VA: Norfolk International",31.0,11.0,2.94,0.0,1.51,0.0,6.55,0.0,0.0,883.0,135.0,0.0,146.0,0.0,602.0,11.0
2025,5,F9,Frontier Airlines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",34.0,5.0,1.57,0.0,2.23,0.0,1.2,1.0,0.0,265.0,70.0,0.0,96.0,0.0,99.0,5.0
2025,5,F9,Frontier Airlines,PDX,"Portland, OR: Portland International",102.0,19.0,11.79,0.11,0.12,0.0,6.98,3.0,0.0,1133.0,724.0,14.0,3.0,0.0,392.0,19.0
2025,5,F9,Frontier Airlines,PIT,"Pittsburgh, PA: Pittsburgh International",31.0,5.0,2.38,0.7,0.09,0.0,1.83,1.0,0.0,403.0,200.0,46.0,6.0,0.0,151.0,5.0
2025,5,F9,Frontier Airlines,PNS,"Pensacola, FL: Pensacola International",12.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,151.0,88.0,0.0,0.0,0.0,63.0,2.0
2025,5,F9,Frontier Airlines,PSE,"Ponce, PR: Mercedita",19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,1.0
2025,5,F9,Frontier Airlines,PSP,"Palm Springs, CA: Palm Springs International",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,F9,Frontier Airlines,PWM,"Portland, ME: Portland International Jetport",16.0,4.0,0.9,0.02,0.56,0.0,2.51,0.0,0.0,270.0,35.0,2.0,40.0,0.0,193.0,4.0
2025,5,F9,Frontier Airlines,RNO,"Reno, NV: Reno/Tahoe International",31.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,136.0,77.0,0.0,42.0,0.0,17.0,5.0
2025,5,F9,Frontier Airlines,RSW,"Fort Myers, FL: Southwest Florida International",64.0,16.0,3.11,1.0,8.85,0.0,3.04,0.0,0.0,735.0,212.0,27.0,334.0,0.0,162.0,16.0
2025,5,F9,Frontier Airlines,SAT,"San Antonio, TX: San Antonio International",51.0,14.0,4.79,0.01,6.0,0.0,3.19,0.0,0.0,807.0,328.0,1.0,233.0,0.0,245.0,14.0
2025,5,F9,Frontier Airlines,SAV,"Savannah, GA: Savannah/Hilton Head International",9.0,3.0,1.01,0.0,1.06,0.0,0.93,0.0,0.0,499.0,79.0,0.0,81.0,0.0,339.0,3.0
2025,5,F9,Frontier Airlines,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",29.0,5.0,0.98,0.0,1.08,0.0,2.93,0.0,0.0,460.0,29.0,0.0,28.0,0.0,403.0,5.0
2025,5,F9,Frontier Airlines,SMF,"Sacramento, CA: Sacramento International",30.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,1.0
2025,5,F9,Frontier Airlines,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",93.0,16.0,7.67,0.0,2.15,0.0,6.18,1.0,0.0,1650.0,1124.0,0.0,61.0,0.0,465.0,16.0
2025,5,F9,Frontier Airlines,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",15.0,2.0,0.0,0.0,0.16,0.0,1.84,0.0,0.0,202.0,0.0,0.0,22.0,0.0,180.0,2.0
2025,5,F9,Frontier Airlines,STL,"St. Louis, MO: St Louis Lambert International",69.0,17.0,4.11,1.51,4.64,0.0,6.74,0.0,0.0,1041.0,235.0,61.0,205.0,0.0,540.0,17.0
2025,5,F9,Frontier Airlines,SYR,"Syracuse, NY: Syracuse Hancock International",18.0,6.0,0.67,0.0,1.96,0.0,3.37,0.0,0.0,535.0,33.0,0.0,112.0,0.0,390.0,6.0
2025,5,F9,Frontier Airlines,TUS,"Tucson, AZ: Tucson International",13.0,3.0,1.44,0.0,0.03,0.0,1.53,0.0,0.0,306.0,137.0,0.0,9.0,0.0,160.0,3.0
2025,5,F9,Frontier Airlines,TYS,"Knoxville, TN: McGhee Tyson",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,F9,Frontier Airlines,XNA,"Fayetteville, AR: Northwest Arkansas National",10.0,3.0,0.69,1.31,0.15,0.0,0.85,0.0,0.0,445.0,20.0,335.0,37.0,0.0,53.0,3.0
2025,5,G4,Allegiant Air,ALB,"Albany, NY: Albany International",54.0,16.0,8.17,1.5,3.72,0.0,2.61,0.0,1.0,1487.0,1073.0,104.0,134.0,0.0,176.0,16.0
2025,5,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International",108.0,20.0,3.48,2.85,5.23,0.0,8.44,0.0,0.0,1455.0,121.0,395.0,322.0,0.0,617.0,20.0
2025,5,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",66.0,21.0,4.75,0.06,10.49,0.0,5.69,0.0,0.0,1284.0,233.0,3.0,701.0,0.0,347.0,21.0
2025,5,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",49.0,6.0,2.74,1.0,1.28,0.0,0.98,1.0,0.0,305.0,92.0,68.0,31.0,0.0,114.0,6.0
2025,5,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",23.0,5.0,0.65,1.67,0.35,0.0,2.33,0.0,0.0,319.0,11.0,173.0,6.0,0.0,129.0,5.0
2025,5,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International",93.0,8.0,0.91,1.0,1.73,0.0,4.37,0.0,0.0,390.0,61.0,16.0,50.0,0.0,263.0,8.0
2025,5,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",19.0,5.0,1.39,1.19,1.03,0.0,1.4,0.0,0.0,507.0,205.0,212.0,37.0,0.0,53.0,5.0
2025,5,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal",23.0,4.0,0.35,0.43,0.57,0.0,2.65,0.0,0.0,165.0,14.0,18.0,24.0,0.0,109.0,4.0
2025,5,G4,Allegiant Air,BOS,"Boston, MA: Logan International",68.0,6.0,1.49,2.98,0.75,0.0,0.78,0.0,0.0,272.0,72.0,142.0,37.0,0.0,21.0,6.0
2025,5,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International",33.0,6.0,1.55,1.0,3.05,0.0,0.4,0.0,0.0,311.0,106.0,140.0,57.0,0.0,8.0,6.0
2025,5,G4,Allegiant Air,CAE,"Columbia, SC: Columbia Metropolitan",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional",94.0,21.0,5.21,4.13,4.23,0.0,7.43,0.0,0.0,1995.0,1232.0,257.0,173.0,0.0,333.0,21.0
2025,5,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",35.0,9.0,3.82,0.0,3.98,0.0,1.2,0.0,0.0,486.0,247.0,0.0,128.0,0.0,111.0,9.0
2025,5,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International",15.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,109.0,0.0,0.0,20.0,0.0,89.0,3.0
2025,5,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",87.0,13.0,3.4,1.97,7.21,0.0,0.42,0.0,0.0,1360.0,193.0,473.0,681.0,0.0,13.0,13.0
2025,5,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",23.0,6.0,1.48,1.0,2.29,0.0,1.23,0.0,0.0,269.0,51.0,32.0,93.0,0.0,93.0,6.0
2025,5,G4,Allegiant Air,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",22.0,2.0,1.09,0.0,0.03,0.0,0.88,0.0,0.0,197.0,125.0,0.0,3.0,0.0,69.0,2.0
2025,5,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",28.0,11.0,1.57,1.49,2.59,0.0,5.35,0.0,1.0,615.0,44.0,232.0,75.0,0.0,264.0,11.0
2025,5,G4,Allegiant Air,DEN,"Denver, CO: Denver International",44.0,17.0,1.93,0.74,9.92,0.0,4.41,0.0,0.0,1279.0,171.0,23.0,595.0,0.0,490.0,17.0
2025,5,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",30.0,6.0,0.76,0.46,2.68,0.0,2.09,0.0,0.0,195.0,24.0,23.0,75.0,0.0,73.0,6.0
2025,5,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",29.0,2.0,0.0,0.93,1.07,0.0,0.0,0.0,0.0,114.0,0.0,76.0,38.0,0.0,0.0,2.0
2025,5,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",22.0,4.0,1.77,1.0,0.23,0.0,1.0,0.0,0.0,338.0,147.0,151.0,10.0,0.0,30.0,4.0
2025,5,G4,Allegiant Air,EYW,"Key West, FL: Key West International",73.0,10.0,2.16,1.03,2.96,0.0,3.85,0.0,0.0,536.0,82.0,97.0,132.0,0.0,225.0,10.0
2025,5,G4,Allegiant Air,FAR,"Fargo, ND: Hector International",54.0,3.0,1.61,0.92,0.45,0.0,0.02,0.0,0.0,201.0,40.0,135.0,23.0,0.0,3.0,3.0
2025,5,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",59.0,3.0,1.83,0.0,0.17,0.0,1.0,0.0,0.0,225.0,105.0,0.0,9.0,0.0,111.0,3.0
2025,5,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",18.0,2.0,0.0,0.27,0.73,0.0,1.0,0.0,0.0,60.0,0.0,6.0,16.0,0.0,38.0,2.0
2025,5,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",72.0,6.0,0.2,1.58,2.41,0.0,1.8,0.0,0.0,330.0,6.0,115.0,106.0,0.0,103.0,6.0
2025,5,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International",73.0,10.0,4.7,1.96,2.46,0.0,0.87,0.0,0.0,865.0,532.0,151.0,111.0,0.0,71.0,10.0
2025,5,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International",24.0,5.0,2.59,0.0,0.88,0.0,1.53,0.0,0.0,428.0,207.0,0.0,41.0,0.0,180.0,5.0
2025,5,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional",19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,71.0,1.0
2025,5,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,99.0,3.0
2025,5,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International",36.0,17.0,3.87,0.47,4.18,0.0,8.48,0.0,0.0,980.0,227.0,66.0,152.0,0.0,535.0,17.0
2025,5,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International",18.0,2.0,1.17,0.0,0.67,0.0,0.17,0.0,0.0,188.0,173.0,0.0,12.0,0.0,3.0,2.0
2025,5,G4,Allegiant Air,GUF,"Gulf Shores, AL: Gulf Shores International Jack Edwards Field",19.0,7.0,0.0,0.4,1.95,0.0,4.65,0.0,0.0,262.0,0.0,17.0,58.0,0.0,187.0,7.0
2025,5,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",21.0,14.0,4.82,1.03,2.54,0.0,5.61,0.0,0.0,681.0,317.0,41.0,115.0,0.0,208.0,14.0
2025,5,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",27.0,3.0,0.0,1.0,1.24,0.0,0.76,0.0,0.0,88.0,0.0,24.0,30.0,0.0,34.0,3.0
2025,5,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",48.0,14.0,2.4,2.91,2.93,0.0,5.76,0.0,1.0,683.0,84.0,174.0,128.0,0.0,297.0,14.0
2025,5,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International",32.0,4.0,1.59,0.0,1.11,0.0,1.3,1.0,0.0,514.0,348.0,0.0,70.0,0.0,96.0,4.0
2025,5,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",32.0,5.0,3.27,0.0,0.14,0.0,1.59,0.0,0.0,217.0,163.0,0.0,8.0,0.0,46.0,5.0
2025,5,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",41.0,4.0,0.0,0.57,2.82,0.0,0.61,0.0,0.0,153.0,0.0,12.0,94.0,0.0,47.0,4.0
2025,5,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional",51.0,5.0,0.84,0.47,1.26,0.0,2.43,0.0,0.0,1502.0,76.0,60.0,41.0,0.0,1325.0,5.0
2025,5,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",73.0,18.0,6.12,1.03,3.55,0.0,7.29,1.0,0.0,1215.0,675.0,26.0,107.0,0.0,407.0,18.0
2025,5,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International",108.0,32.0,6.68,4.35,7.55,0.0,13.42,0.0,0.0,1970.0,419.0,316.0,288.0,0.0,947.0,32.0
2025,5,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",14.0,7.0,0.57,0.63,2.0,0.0,3.8,0.0,0.0,481.0,21.0,164.0,97.0,0.0,199.0,7.0
2025,5,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International",9.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,47.0,0.0,73.0,0.0,0.0,2.0
2025,5,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",32.0,8.0,4.0,0.0,1.12,0.0,2.88,0.0,0.0,472.0,227.0,0.0,100.0,0.0,145.0,8.0
2025,5,G4,Allegiant Air,MCO,"Orlando, FL: Orlando International",29.0,8.0,0.5,1.0,2.96,0.0,3.54,0.0,0.0,1334.0,15.0,924.0,173.0,0.0,222.0,8.0
2025,5,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International",98.0,15.0,5.38,1.56,3.29,0.0,4.77,1.0,0.0,746.0,258.0,162.0,89.0,0.0,237.0,15.0
2025,5,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",42.0,7.0,3.94,1.23,0.06,0.0,1.77,1.0,0.0,606.0,454.0,78.0,3.0,0.0,71.0,7.0
2025,5,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",57.0,8.0,4.37,2.33,1.29,0.0,0.01,0.0,0.0,1066.0,876.0,96.0,93.0,0.0,1.0,8.0
2025,5,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",26.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,116.0,34.0,82.0,0.0,0.0,0.0,2.0
2025,5,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International",27.0,2.0,1.14,0.0,0.21,0.0,0.64,0.0,0.0,129.0,81.0,0.0,12.0,0.0,36.0,2.0
2025,5,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International",50.0,2.0,0.17,0.0,0.35,0.0,1.47,0.0,0.0,112.0,5.0,0.0,20.0,0.0,87.0,2.0
2025,5,G4,Allegiant Air,MOT,"Minot, ND: Minot International",18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,1.0
2025,5,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9.0,3.0,1.59,1.0,0.13,0.0,0.28,0.0,0.0,140.0,66.0,56.0,5.0,0.0,13.0,3.0
2025,5,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana",24.0,5.0,1.05,0.44,1.97,0.0,1.54,0.0,0.0,214.0,72.0,7.0,70.0,0.0,65.0,5.0
